,SettlementPoints,Year,Month,Average Price
578,LZ_SOUTH,2016,03,19.52114401076716
579,LZ_SOUTH,2016,04,20.738
580,LZ_SOUTH,2016,05,20.691747311827957
581,LZ_SOUTH,2016,06,27.471652777777784
582,LZ_SOUTH,2016,07,28.88958333333333
583,LZ_SOUTH,2016,08,31.823306451612904
584,LZ_SOUTH,2016,09,28.76201388888889
585,LZ_SOUTH,2016,10,30.031034946236563
586,LZ_SOUTH,2016,11,20.63338888888889
587,LZ_SOUTH,2016,12,26.32684139784946
588,LZ_SOUTH,2017,01,25.155483870967743
589,LZ_SOUTH,2017,02,21.793690476190477
590,LZ_SOUTH,2017,03,26.528209959623148
591,LZ_SOUTH,2017,04,28.54988888888889
592,LZ_SOUTH,2017,05,29.979731182795703
593,LZ_SOUTH,2017,06,36.78344444444445
594,LZ_SOUTH,2017,07,34.19329301075268
595,LZ_SOUTH,2017,08,33.45784946236559
596,LZ_SOUTH,2017,09,28.330347222222226
597,LZ_SOUTH,2017,10,28.464018817204302
598,LZ_SOUTH,2017,11,27.86572222222222
599,LZ_SOUTH,2017,12,25.404220430107525
600,LZ_SOUTH,2018,01,46.13256720430107
601,LZ_SOUTH,2018,02,25.19703869047619
602,LZ_SOUTH,2018,03,26.759973082099595
603,LZ_SOUTH,2018,04,28.18697222222222
604,LZ_SOUTH,2018,05,41.27442204301075
605,LZ_SOUTH,2018,06,32.25868055555556
606,LZ_SOUTH,2018,07,80.44756720430107
607,LZ_SOUTH,2018,08,33.690631720430105
608,LZ_SOUTH,2018,09,28.38376388888889
609,LZ_SOUTH,2018,10,32.12697580645161
610,LZ_SOUTH,2018,11,33.54448611111111
611,LZ_SOUTH,2018,12,32.11272849462365
612,LZ_SOUTH,2019,01,27.057903225806452
613,LZ_SOUTH,2019,02,23.728958333333335
614,LZ_SOUTH,2019,03,30.52948855989233
615,LZ_SOUTH,2019,04,27.147833333333338
616,LZ_SOUTH,2019,05,27.210994623655917
617,LZ_SOUTH,2019,06,27.259597222222222
618,LZ_SOUTH,2019,07,31.132163978494624
619,LZ_SOUTH,2019,08,127.10901881720429
620,LZ_SOUTH,2019,09,81.00911111111111
621,LZ_SOUTH,2019,10,32.942110215053766
622,LZ_SOUTH,2019,11,25.80370833333333
623,LZ_SOUTH,2019,12,19.78688172043011
624,LZ_WEST,2016,01,19.51926075268817
625,LZ_WEST,2016,02,15.044482758620688
626,LZ_WEST,2016,03,16.002651413189774
627,LZ_WEST,2016,04,17.153666666666666
628,LZ_WEST,2016,05,17.73752688172043
629,LZ_WEST,2016,06,23.48876388888889
630,LZ_WEST,2016,07,27.178790322580646
631,LZ_WEST,2016,08,30.010564516129033
632,LZ_WEST,2016,09,26.767666666666667
633,LZ_WEST,2016,10,25.182258064516127
634,LZ_WEST,2016,11,19.343138888888888
635,LZ_WEST,2016,12,25.165819892473113
636,LZ_WEST,2017,01,23.231370967741935
637,LZ_WEST,2017,02,18.477053571428574
638,LZ_WEST,2017,03,20.251197846567965
639,LZ_WEST,2017,04,20.388569444444446
640,LZ_WEST,2017,05,22.86779569892473
641,LZ_WEST,2017,06,27.512319444444444
642,LZ_WEST,2017,07,31.130174731182795
643,LZ_WEST,2017,08,27.21391129032258
644,LZ_WEST,2017,09,27.011777777777784
645,LZ_WEST,2017,10,22.17331989247312
646,LZ_WEST,2017,11,22.152916666666666
647,LZ_WEST,2017,12,21.87225806451613
648,LZ_WEST,2018,01,37.29330645161291
649,LZ_WEST,2018,02,22.12410714285714
650,LZ_WEST,2018,03,22.30162853297443
651,LZ_WEST,2018,04,21.128125
652,LZ_WEST,2018,05,49.60012096774193
653,LZ_WEST,2018,06,57.96752777777777
654,LZ_WEST,2018,07,101.47096774193548
655,LZ_WEST,2018,08,33.289852150537634
656,LZ_WEST,2018,09,27.101097222222222
657,LZ_WEST,2018,10,30.004556451612903
658,LZ_WEST,2018,11,31.224027777777778
659,LZ_WEST,2018,12,34.98084677419355
660,LZ_WEST,2019,01,27.461532258064512
661,LZ_WEST,2019,02,22.79895833333333
662,LZ_WEST,2019,03,31.28296096904441
663,LZ_WEST,2019,04,21.699236111111112
664,LZ_WEST,2019,05,28.851989247311828
665,LZ_WEST,2019,06,32.026777777777774
666,LZ_WEST,2019,07,32.07568548387097
667,LZ_WEST,2019,08,128.87646505376344
668,LZ_WEST,2019,09,83.47113888888889
669,LZ_WEST,2019,10,49.38336021505376
670,LZ_WEST,2019,11,49.340847222222216
671,LZ_WEST,2019,12,39.5025940860215
672,HB_PAN,2016,01,
673,HB_PAN,2016,02,
674,HB_PAN,2016,03,
675,HB_PAN,2016,04,
676,HB_PAN,2016,05,
677,HB_PAN,2016,06,
678,HB_PAN,2016,07,
679,HB_PAN,2016,08,
680,HB_PAN,2016,09,
681,HB_PAN,2016,10,
682,HB_PAN,2016,11,
683,HB_PAN,2016,12,
684,HB_PAN,2017,01,
685,HB_PAN,2017,02,
686,HB_PAN,2017,03,
687,HB_PAN,2017,04,
688,HB_PAN,2017,05,
689,HB_PAN,2017,06,
690,HB_PAN,2017,07,
691,HB_PAN,2017,08,
692,HB_PAN,2017,09,
693,HB_PAN,2017,10,
694,HB_PAN,2017,11,
695,HB_PAN,2017,12,
696,HB_PAN,2018,01,
697,HB_PAN,2018,02,
698,HB_PAN,2018,03,
699,HB_PAN,2018,04,
700,HB_PAN,2018,05,
701,HB_PAN,2018,06,
702,HB_PAN,2018,07,
703,HB_PAN,2018,08,
704,HB_PAN,2018,09,
705,HB_PAN,2018,10,
706,HB_PAN,2018,11,
707,HB_PAN,2018,12,
708,HB_PAN,2019,01,
709,HB_PAN,2019,02,
710,HB_PAN,2019,03,
711,HB_PAN,2019,04,16.548766666666666
712,HB_PAN,2019,05,16.414327956989244
713,HB_PAN,2019,06,20.731319444444445
714,HB_PAN,2019,07,28.38456989247312
715,HB_PAN,2019,08,124.99173387096775
716,HB_PAN,2019,09,72.85329166666666
717,HB_PAN,2019,10,18.716760752688174
718,HB_PAN,2019,11,11.661291666666669
719,HB_PAN,2019,12,8.817244623655915
